637,5.8/10,31%,47/100,1 win
638,6.7/10,74%,,
639,5.2/10,35%,44/100,1 nomination
640,5.5/10,18%,,2 wins & 1 nomination
645,7.3/10,96%,,Nominated for 1 BAFTA Film Award7 wins & 16 nominations total
647,6.6/10,85%,77/100,9 wins & 7 nominations
648,7.1/10,66%,59/100,3 wins & 17 nominations
649,7.0/10,95%,,3 nominations
650,6.4/10,43%,,4 nominations
653,6.5/10,50%,49/100,Nominated for 1 Oscar. 3 wins & 10 nominations total
656,5.2/10,17%,,1 win & 2 nominations
661,6.7/10,91%,78/100,Nominated for 1 Oscar. 4 wins & 13 nominations total
662,6.2/10,46%,51/100,1 win & 2 nominations
663,6.9/10,42%,55/100,5 nominations
665,8.1/10,86%,79/100,8 wins & 11 nominations
667,4.8/10,,,
668,8.4/10,97%,,Nominated for 1 BAFTA Film Award11 wins & 2 nominations total
670,8.5/10,96%,,Nominated for 1 BAFTA Film Award5 wins & 3 nominations total
671,7.3/10,80%,65/100,1 nomination
673,6.5/10,44%,59/100,5 wins & 7 nominations
674,5.9/10,74%,51/100,1 nomination
678,7.6/10,,,1 win & 1 nomination
679,6.3/10,50%,,
680,7.1/10,91%,,1 win & 1 nomination
685,7.1/10,47%,,1 nomination
688,5.1/10,31%,48/100,
691,6.2/10,13%,35/100,1 nomination
692,4.1/10,8%,,
694,6.0/10,42%,,
695,5.4/10,0%,,
697,5.4/10,14%,30/100,
698,4.8/10,0%,,
700,6.7/10,67%,,1 nomination
703,5.0/10,15%,,
704,5.6/10,14%,,1 nomination
706,5.9/10,13%,,
707,6.3/10,31%,,1 win & 1 nomination
708,6.3/10,85%,64/100,2 nominations
709,6.7/10,50%,58/100,1 win & 2 nominations
710,5.3/10,8%,,
711,5.3/10,30%,43/100,5 nominations
714,7.6/10,71%,62/100,5 wins & 14 nominations
715,7.0/10,65%,,4 wins & 8 nominations
718,7.1/10,31%,,1 win & 8 nominations
719,6.1/10,43%,,
720,8.6/10,,,
722,7.3/10,,,1 win & 1 nomination
724,6.4/10,57%,55/100,1 win & 7 nominations
725,5.5/10,45%,,
726,5.7/10,32%,,1 nomination
728,7.2/10,83%,82/100,2 wins & 4 nominations.
731,5.8/10,16%,,1 nomination
733,7.4/10,68%,58/100,Nominated for 1 Oscar. 9 wins & 9 nominations total
735,7.1/10,61%,,9 wins & 11 nominations
736,6.4/10,61%,68/100,Nominated for 2 Oscars. 11 wins & 17 nominations total
737,3.4/10,28%,40/100,1 win & 7 nominations
741,8.0/10,97%,76/100,5 wins & 7 nominations
742,5.8/10,15%,33/100,2 nominations
743,5.4/10,7%,25/100,
745,8.1/10,100%,,Won 1 Oscar. 19 wins total
747,4.3/10,21%,,3 wins & 5 nominations
748,6.2/10,66%,56/100,1 win & 1 nomination
750,8.4/10,98%,97/100,Nominated for 4 Oscars. 14 wins & 11 nominations total
757,7.0/10,78%,69/100,9 wins & 16 nominations
759,7.3/10,86%,,Won 1 Oscar. 1 win & 2 nominations total
760,7.5/10,,,3 wins & 1 nomination
761,5.0/10,41%,,3 wins
762,4.5/10,13%,37/100,8 wins & 4 nominations
764,6.8/10,86%,75/100,3 wins & 3 nominations
765,5.8/10,17%,31/100,6 nominations
766,6.6/10,76%,75/100,5 wins & 7 nominations
773,7.1/10,86%,,2 wins & 1 nomination
775,6.5/10,86%,,2 nominations
778,8.1/10,91%,83/100,Nominated for 1 Oscar. 23 wins & 35 nominations total
779,4.8/10,5%,,1 nomination
780,7.0/10,68%,59/100,Won 1 Oscar. 35 wins & 35 nominations total
781,6.6/10,51%,60/100,3 wins & 11 nominations
782,5.9/10,37%,32/100,1 win & 3 nominations
783,7.0/10,71%,74/100,Nominated for 1 Oscar. 8 wins & 26 nominations total
784,6.1/10,54%,56/100,3 wins & 2 nominations
785,6.9/10,50%,43/100,
786,6.1/10,38%,56/100,Nominated for 1 Oscar. 3 wins & 2 nominations total
788,5.6/10,64%,62/100,Won 1 Oscar. 10 wins & 12 nominations total
790,7.3/10,,,2 nominations
791,8.6/10,,,
795,5.4/10,,,1 nomination
798,5.9/10,26%,,Nominated for 1 Oscar. 1 win & 4 nominations total
799,7.1/10,67%,52/100,3 wins & 16 nominations
800,7.4/10,94%,78/100,Nominated for 1 Oscar. 15 wins & 19 nominations total
801,5.9/10,48%,,5 nominations
802,6.4/10,50%,41/100,7 wins & 8 nominations
803,6.7/10,88%,67/100,7 nominations
804,6.0/10,61%,,3 nominations
805,7.5/10,68%,54/100,7 wins & 12 nominations
806,5.7/10,74%,,
808,5.8/10,25%,,3 nominations
809,5.4/10,18%,,
810,3.0/10,5%,24/100,2 nominations
813,5.7/10,11%,43/100,
818,5.8/10,54%,56/100,2 nominations
823,7.3/10,80%,,2 wins & 2 nominations
824,6.9/10,,,7 wins & 1 nomination
828,5.2/10,35%,,1 win & 2 nominations
829,5.5/10,19%,,2 wins
830,6.4/10,49%,58/100,Nominated for 1 Oscar. 3 wins & 8 nominations total
832,6.7/10,75%,60/100,3 wins & 5 nominations
833,5.5/10,19%,33/100,
835,6.2/10,33%,,
836,5.7/10,18%,,1 nomination
837,6.9/10,90%,72/100,3 wins & 7 nominations
838,6.6/10,89%,66/100,Won 1 Oscar. 3 wins & 7 nominations total
839,4.7/10,11%,,2 wins & 3 nominations
840,5.8/10,10%,,1 nomination
841,7.7/10,98%,90/100,
842,5.4/10,15%,36/100,
848,7.0/10,36%,,3 wins
849,5.7/10,52%,54/100,3 nominations
851,6.9/10,,65/100,2 wins & 3 nominations
852,6.4/10,72%,60/100,4 nominations
858,9.2/10,97%,100/100,Won 3 Oscars. 31 wins & 30 nominations total
861,6.9/10,96%,,2 wins & 4 nominations
866,7.3/10,90%,61/100,8 wins & 13 nominations
867,5.0/10,13%,15/100,2 wins
869,6.3/10,63%,57/100,3 wins & 1 nomination
870,4.8/10,4%,,1 nomination
875,5.8/10,,,
876,6.1/10,60%,,
879,5.8/10,92%,55/100,4 nominations
880,4.6/10,24%,,2 wins & 10 nominations
881,5.2/10,20%,48/100,1 nomination
882,5.7/10,75%,66/100,
885,5.4/10,44%,,1 win & 3 nominations
886,5.8/10,8%,30/100,2 nominations
888,5.7/10,60%,,1 win & 1 nomination.
889,6.3/10,,,2 wins & 3 nominations
891,4.7/10,9%,10/100,3 wins & 1 nomination
892,7.2/10,76%,,1 win & 2 nominations
893,7.1/10,63%,,
896,7.4/10,100%,81/100,9 wins & 7 nominations
897,6.9/10,71%,68/100,Won 1 Oscar. 4 wins & 9 nominations total
898,7.9/10,100%,96/100,Won 2 Oscars. 5 wins & 5 nominations total
899,8.3/10,100%,99/100,Nominated for 2 Oscars. 7 wins & 9 nominations total
900,7.2/10,96%,83/100,Won 6 Oscars. 10 wins & 7 nominations total
901,7.0/10,88%,,Nominated for 4 Oscars. 3 wins & 11 nominations total
902,7.6/10,89%,76/100,Won 2 Oscars. 11 wins & 13 nominations total
903,8.3/10,94%,100/100,Nominated for 2 Oscars. 8 wins & 7 nominations total
904,8.5/10,98%,100/100,Nominated for 4 Oscars. 6 wins & 13 nominations total
905,8.1/10,99%,87/100,Won 5 Oscars. 11 wins & 2 nominations total
906,7.8/10,88%,,Won 2 Oscars. 6 wins & 7 nominations total
907,7.5/10,93%,80/100,Won 1 Oscar. 1 win & 5 nominations total
908,8.3/10,97%,98/100,Nominated for 3 Oscars. 8 wins & 10 nominations total
909,8.3/10,93%,94/100,Won 5 Oscars. 24 wins & 8 nominations total
910,8.2/10,94%,98/100,Won 1 Oscar. 15 wins & 15 nominations total
911,7.9/10,94%,83/100,Nominated for 1 Oscar. 3 wins & 9 nominations total
912,8.5/10,99%,100/100,Won 3 Oscars. 10 wins & 9 nominations total
913,8.0/10,100%,97/100,Nominated for 3 Oscars. 5 wins & 3 nominations total
914,7.8/10,94%,95/100,Won 8 Oscars. 25 wins & 13 nominations total
915,7.6/10,93%,72/100,Won 1 Oscar. 7 wins & 8 nominations total
916,8.0/10,97%,78/100,Won 3 Oscars. 11 wins & 17 nominations total
917,7.2/10,88%,,1 nomination
918,7.5/10,100%,94/100,Won 1 Oscar. 7 wins & 5 nominations total
919,8.1/10,98%,92/100,Won 2 Oscars. 13 wins & 16 nominations total
920,8.1/10,90%,97/100,Won 10 Oscars. 21 wins & 12 nominations total
921,7.4/10,96%,62/100,Nominated for 1 Oscar. 2 wins & 8 nominations total
922,8.4/10,98%,,Won 3 Oscars. 18 wins & 20 nominations total
923,8.3/10,99%,100/100,Won 1 Oscar. 11 wins & 13 nominations total
924,8.3/10,92%,84/100,Won 1 Oscar. 16 wins & 12 nominations total
926,8.2/10,99%,98/100,Won 6 Oscars. 26 wins & 20 nominations total
927,7.8/10,94%,,2 wins
928,8.1/10,100%,86/100,Won 2 Oscars. 7 wins & 10 nominations total
929,7.5/10,95%,88/100,Nominated for 6 Oscars. 1 win & 6 nominations total
930,7.9/10,96%,100/100,Nominated for 2 Oscars. 3 wins & 4 nominations total
931,7.5/10,85%,79/100,Won 1 Oscar. 5 wins & 6 nominations total
932,7.5/10,65%,,Nominated for 4 Oscars. 2 wins & 7 nominations total
933,7.4/10,94%,82/100,Won 1 Oscar. 1 win & 5 nominations total
934,7.2/10,90%,76/100,Nominated for 3 Oscars. 4 nominations total
935,7.5/10,100%,93/100,Nominated for 3 Oscars. 2 wins & 4 nominations total
936,7.9/10,97%,,Nominated for 4 Oscars. 5 wins & 8 nominations total
937,7.2/10,85%,,3 wins & 4 nominations
938,6.7/10,82%,82/100,Won 9 Oscars. 21 wins & 9 nominations total
940,7.9/10,100%,97/100,Won 3 Oscars. 6 wins & 2 nominations total
941,7.5/10,91%,,Nominated for 1 Oscar. 1 win & 1 nomination total
942,7.9/10,100%,,Won 1 Oscar. 5 wins & 4 nominations total
943,7.9/10,100%,,Nominated for 1 Oscar. 1 nomination total
944,7.7/10,93%,,Won 2 Oscars. 3 wins & 6 nominations total
945,7.7/10,100%,92/100,Nominated for 4 Oscars. 2 wins & 6 nominations total
946,8.2/10,96%,86/100,Nominated for 1 Oscar. 2 wins & 2 nominations total
947,8.0/10,97%,82/100,Nominated for 6 Oscars. 1 win & 6 nominations total
948,7.6/10,89%,84/100,Won 1 Oscar. 7 wins & 16 nominations total
949,7.9/10,85%,72/100,Won 1 Oscar. 13 wins & 10 nominations total
950,8.0/10,98%,86/100,Nominated for 4 Oscars. 3 wins & 4 nominations total
951,7.9/10,99%,,2 wins
952,6.8/10,70%,,Won 5 Oscars. 13 wins & 5 nominations total
953,8.6/10,94%,89/100,Nominated for 5 Oscars. 6 wins & 6 nominations total
954,8.1/10,85%,73/100,Won 1 Oscar. 6 wins & 16 nominations total
955,7.9/10,94%,91/100,2 wins
956,7.1/10,94%,,Nominated for 1 Oscar. 2 nominations total
959,7.1/10,86%,,Nominated for 1 Oscar. 1 win & 1 nomination total
961,7.3/10,88%,,
963,6.7/10,90%,,1 win
965,7.6/10,96%,93/100,1 win & 1 nomination
968,7.9/10,96%,89/100,6 wins
969,7.8/10,96%,91/100,Won 1 Oscar. 5 wins & 8 nominations total
970,6.4/10,71%,,1 nomination
971,8.0/10,97%,84/100,Nominated for 6 Oscars. 3 wins & 16 nominations total
973,7.6/10,91%,,Nominated for 1 Oscar. 1 win & 1 nomination total
976,6.4/10,94%,,Won 2 Oscars. 4 wins & 2 nominations total
979,6.9/10,,,2 wins & 2 nominations
981,4.5/10,8%,,
982,7.1/10,50%,,Won 2 Oscars. 5 wins & 12 nominations total
984,5.3/10,17%,,
986,6.8/10,88%,,Nominated for 1 Oscar. 5 wins & 7 nominations total
987,6.0/10,50%,,
988,6.7/10,76%,,3 nominations
990,5.5/10,33%,,
991,7.2/10,78%,60/100,Nominated for 2 Oscars. 4 wins & 17 nominations total
993,6.2/10,62%,,
994,7.3/10,96%,80/100,9 wins & 17 nominations
996,6.4/10,37%,,
998,6.9/10,71%,,5 wins & 6 nominations
999,6.5/10,62%,,1 nomination
1003,6.2/10,56%,,
1004,5.4/10,11%,33/100,
1005,5.5/10,20%,,2 nominations
1006,6.0/10,15%,45/100,2 nominations
1007,6.4/10,56%,59/100,
1008,7.0/10,100%,,
1009,6.4/10,74%,60/100,
1010,6.5/10,78%,48/100,1 win & 2 nominations
1011,5.7/10,83%,49/100,1 nomination
1012,7.3/10,100%,84/100,2 wins
1013,7.2/10,90%,73/100,Nominated for 2 Oscars. 2 wins & 8 nominations total
1014,7.4/10,86%,,Won 1 Oscar. 2 wins & 1 nomination total
1015,7.0/10,87%,,1 nomination
1016,6.5/10,68%,45/100,1 win & 1 nomination
1017,7.1/10,83%,61/100,
1018,6.7/10,94%,71/100,6 nominations
1019,7.2/10,90%,83/100,Won 2 Oscars. 5 wins & 3 nominations total
1020,7.0/10,76%,60/100,2 wins & 2 nominations
1021,6.2/10,32%,44/100,1 win & 4 nominations
1022,7.3/10,97%,85/100,Nominated for 3 Oscars. 6 wins & 7 nominations total
1023,8.0/10,,,Won 1 Oscar. 2 wins total
1024,6.4/10,83%,85/100,Nominated for 2 Oscars. 3 nominations total
1025,7.2/10,66%,61/100,Nominated for 1 Oscar. 1 win & 1 nomination total
1027,6.9/10,51%,51/100,Nominated for 1 Oscar. 16 wins & 24 nominations total
1028,7.8/10,96%,88/100,Won 5 Oscars. 22 wins & 17 nominations total
1029,7.2/10,98%,96/100,Won 1 Oscar. 5 wins & 1 nomination total
1030,6.4/10,56%,46/100,Nominated for 2 Oscars. 6 nominations total
1031,7.1/10,68%,59/100,Won 1 Oscar. 2 wins & 5 nominations total
1032,7.4/10,81%,68/100,Nominated for 1 Oscar. 2 nominations total
1033,7.3/10,70%,65/100,1 win & 2 nominations
1034,6.8/10,76%,61/100,6 wins & 4 nominations
1035,8.0/10,83%,63/100,Won 5 Oscars. 17 wins & 13 nominations total
1036,8.2/10,94%,72/100,Nominated for 4 Oscars. 8 wins & 6 nominations total
1037,5.4/10,35%,42/100,3 nominations
1040,5.7/10,50%,41/100,1 nomination
1041,8.0/10,95%,91/100,Nominated for 5 Oscars. 36 wins & 47 nominations total
1042,6.9/10,93%,71/100,Nominated for 1 Oscar. 3 wins & 8 nominations total
1043,5.8/10,14%,,1 nomination
1046,7.6/10,91%,,4 wins & 3 nominations
1047,6.8/10,69%,44/100,3 nominations
1049,6.8/10,51%,,Won 1 Oscar. 1 win & 5 nominations total
1050,7.3/10,81%,,2 wins & 4 nominations
1051,7.1/10,81%,76/100,4 nominations
1053,6.2/10,70%,,
1054,6.8/10,89%,84/100,2 wins & 5 nominations
1055,4.9/10,3%,,
1056,6.9/10,82%,68/100,5 wins & 6 nominations
1057,6.7/10,77%,,11 wins & 12 nominations
1059,6.7/10,73%,60/100,Nominated for 1 Oscar. 15 wins & 29 nominations total
1060,7.2/10,87%,71/100,3 wins & 3 nominations
1061,7.6/10,73%,49/100,Nominated for 1 Oscar. 1 win & 5 nominations total
1064,6.4/10,33%,,2 wins & 1 nomination.
1066,7.5/10,89%,,Nominated for 1 Oscar. 4 nominations total
1068,7.3/10,82%,,Nominated for 5 Oscars. 3 wins & 8 nominations total
1073,7.8/10,91%,67/100,Nominated for 1 Oscar. 2 wins & 3 nominations total
1076,7.8/10,95%,88/100,Nominated for 2 BAFTA Film 3 wins & 5 nominations total
1077,7.2/10,100%,77/100,2 wins & 2 nominations
1078,7.0/10,83%,67/100,2 nominations
1079,7.5/10,96%,80/100,Won 1 Oscar. 9 wins & 18 nominations total
1080,8.1/10,95%,77/100,
1081,7.6/10,97%,84/100,Won 1 Oscar. 11 wins & 18 nominations total
1082,7.0/10,88%,66/100,Won 1 Oscar. 3 wins & 1 nomination total
1083,7.2/10,72%,71/100,Won 1 Oscar. 3 wins & 14 nominations total
1084,7.8/10,88%,86/100,Won 2 Oscars. 23 wins & 30 nominations total
1085,6.9/10,80%,49/100,Won 1 Oscar. 6 wins & 4 nominations total
1086,8.2/10,89%,75/100,Nominated for 1 BAFTA Film Award5 wins & 3 nominations total
1088,7.0/10,69%,65/100,Won 1 Oscar. 11 wins & 6 nominations total
1089,8.3/10,91%,79/100,12 wins & 23 nominations
1090,8.1/10,87%,92/100,Won 4 Oscars. 24 wins & 15 nominations total
1091,6.4/10,54%,32/100,1 nomination
1092,7.0/10,55%,41/100,Nominated for 2 Oscars. 5 wins & 23 nominations total
1093,7.2/10,57%,62/100,3 nominations
1094,7.3/10,94%,90/100,Won 1 Oscar. 22 wins & 46 nominations total
1095,7.7/10,95%,82/100,Nominated for 1 Oscar. 8 wins & 14 nominations total
1096,7.5/10,78%,68/100,Won 1 Oscar. 13 wins & 12 nominations total
1097,7.8/10,99%,91/100,Won 4 Oscars. 52 wins & 36 nominations total
1099,7.5/10,100%,72/100,
1100,6.1/10,38%,60/100,Nominated for 1 Oscar. 1 win & 2 nominations total
1101,6.9/10,59%,50/100,Won 1 Oscar. 11 wins & 5 nominations total
1103,7.7/10,93%,89/100,Nominated for 3 Oscars. 3 wins & 7 nominations total
1104,8.0/10,97%,97/100,Won 4 Oscars. 17 wins & 15 nominations total
1105,4.2/10,,,
1107,7.8/10,,,
1111,7.9/10,97%,87/100,9 wins & 9 nominations
1112,6.5/10,64%,,2 wins & 1 nomination
1114,6.6/10,79%,,2 wins & 7 nominations
1116,6.7/10,75%,,1 nomination
1117,7.5/10,67%,,6 wins & 6 nominations
1119,6.3/10,63%,,1 win
1120,7.3/10,87%,79/100,Nominated for 2 Oscars. 22 wins & 35 nominations total
1121,5.6/10,,,
1123,7.2/10,88%,,1 nomination
1124,7.6/10,93%,68/100,Won 3 Oscars. 14 wins & 23 nominations total
1125,7.1/10,84%,61/100,2 wins & 5 nominations
1126,5.9/10,11%,25/100,
1127,7.5/10,88%,62/100,Won 1 Oscar. 9 wins & 15 nominations total
1128,6.8/10,75%,55/100,1 win & 3 nominations
1129,7.2/10,87%,76/100,4 nominations
1130,6.5/10,73%,68/100,2 wins & 3 nominations
1131,8.1/10,96%,,Won 4 BAFTA Film 11 wins & 17 nominations total
1132,8.0/10,78%,,Nominated for 1 BAFTA Film Award4 wins & 3 nominations total
1135,6.2/10,82%,59/100,Nominated for 3 Oscars. 1 win & 6 nominations total
1136,8.2/10,97%,91/100,3 wins & 3 nominations
1137,5.9/10,,,
1140,6.2/10,50%,,
1144,7.3/10,,,Nominated for 1 Oscar. 1 win & 1 nomination total
1147,8.0/10,98%,83/100,Won 1 Oscar. 12 wins & 5 nominations total
1148,8.3/10,,,Won 1 Oscar. 14 wins & 1 nomination total
1150,7.4/10,100%,,Nominated for 1 Oscar. 6 wins & 4 nominations total
1151,7.4/10,,,6 wins & 6 nominations
1156,7.7/10,,,
1161,7.5/10,84%,63/100,Won 1 Oscar. 18 wins & 6 nominations total
1162,7.3/10,83%,,Nominated for 1 Oscar. 2 wins & 4 nominations total
1163,7.1/10,,,2 wins & 2 nominations
1167,5.5/10,12%,,1 nomination
1170,4.8/10,,,
1171,7.0/10,95%,70/100,4 wins & 3 nominations
1172,8.5/10,90%,80/100,Won 1 Oscar. 25 wins & 32 nominations total
1173,7.6/10,85%,62/100,7 wins & 11 nominations
1175,7.6/10,89%,66/100,Nominated for 1 BAFTA Film Award15 wins & 16 nominations total
1176,7.7/10,83%,86/100,11 wins & 13 nominations
1177,7.4/10,84%,78/100,Nominated for 3 Oscars. 4 wins & 9 nominations total
1178,8.4/10,96%,90/100,Nominated for 1 BAFTA Film Award7 wins & 4 nominations total
1179,6.9/10,91%,86/100,Nominated for 4 Oscars. 10 wins & 21 nominations total
1180,7.0/10,90%,,Nominated for 2 BAFTA Film 4 wins & 4 nominations total
1183,7.4/10,85%,87/100,Won 9 Oscars. 62 wins & 77 nominations total
1184,7.5/10,79%,,Won 1 Oscar. 9 wins & 17 nominations total
1185,7.9/10,98%,97/100,Won 2 Oscars. 23 wins & 20 nominations total
1186,7.2/10,96%,86/100,Nominated for 1 Oscar. 15 wins & 24 nominations total
1187,7.4/10,100%,,Nominated for 2 Oscars. 2 wins & 11 nominations total
1188,7.2/10,,72/100,Won 3 BAFTA Film 19 wins & 18 nominations total
1189,8.0/10,100%,79/100,12 wins & 5 nominations
1190,7.0/10,67%,55/100,8 wins & 19 nominations
1191,6.4/10,87%,,1 win & 4 nominations
1192,8.2/10,98%,82/100,17 wins & 1 nomination
1193,8.7/10,93%,84/100,Won 5 Oscars. 38 wins & 16 nominations total
1194,6.9/10,47%,57/100,
1196,8.7/10,94%,82/100,Won 2 Oscars. 25 wins & 20 nominations total
1197,8.0/10,97%,77/100,Nominated for 1 Oscar. 7 wins & 10 nominations total
1198,8.4/10,95%,85/100,Won 5 Oscars. 37 wins & 24 nominations total
1199,7.9/10,98%,84/100,Nominated for 2 Oscars. 8 wins & 5 nominations total
1200,8.3/10,97%,84/100,Won 2 Oscars. 20 wins & 23 nominations total
1201,8.8/10,97%,90/100,3 wins & 6 nominations
1202,7.6/10,94%,84/100,1 win & 1 nomination
1203,9.0/10,100%,96/100,Nominated for 3 Oscars. 17 wins & 13 nominations total
1204,8.3/10,94%,100/100,Won 7 Oscars. 31 wins & 15 nominations total
1206,8.3/10,87%,77/100,Nominated for 4 Oscars. 12 wins & 24 nominations total
1207,8.3/10,93%,88/100,Won 3 Oscars. 14 wins & 16 nominations total
1208,8.4/10,98%,94/100,Won 2 Oscars. 21 wins & 33 nominations total
1209,8.5/10,95%,80/100,4 wins & 5 nominations
1210,8.3/10,82%,58/100,Won 1 Oscar. 23 wins & 20 nominations total
1211,8.0/10,98%,79/100,Nominated for 1 BAFTA Film Award19 wins & 16 nominations total
1212,8.1/10,99%,97/100,Won 1 Oscar. 5 wins & 4 nominations total
1213,8.7/10,96%,90/100,Won 1 Oscar. 44 wins & 38 nominations total
1214,8.4/10,98%,89/100,Won 1 Oscar. 18 wins & 22 nominations total
1215,7.5/10,73%,59/100,12 wins & 7 nominations
1216,7.6/10,62%,35/100,3 wins & 6 nominations
1217,8.2/10,96%,96/100,Won 1 Oscar. 30 wins & 23 nominations total
1218,7.8/10,98%,82/100,2 wins & 6 nominations
1219,8.5/10,96%,97/100,Nominated for 4 Oscars. 7 wins & 14 nominations total
1220,7.9/10,73%,60/100,2 wins & 1 nomination
1221,9.0/10,96%,90/100,Won 6 Oscars. 17 wins & 20 nominations total
1222,8.3/10,91%,76/100,Nominated for 1 Oscar. 8 wins & 15 nominations total
1223,7.7/10,,,Nominated for 1 Oscar. 3 wins & 1 nomination total
1224,7.5/10,100%,83/100,Won 1 Oscar. 11 wins & 13 nominations total
1225,8.3/10,93%,88/100,Won 8 Oscars. 43 wins & 15 nominations total
1226,7.8/10,91%,85/100,Won 2 Oscars. 11 wins & 8 nominations total
1227,8.3/10,87%,75/100,Won 2 BAFTA Film 12 wins & 12 nominations total
1228,8.2/10,94%,89/100,Won 2 Oscars. 24 wins & 28 nominations total
1230,8.0/10,96%,92/100,Won 4 Oscars. 31 wins & 8 nominations total
1231,7.8/10,96%,91/100,Won 4 Oscars. 11 wins & 16 nominations total
1232,8.1/10,100%,,2 wins & 2 nominations
1233,8.4/10,98%,86/100,Nominated for 6 Oscars. 13 wins & 11 nominations total
1234,8.3/10,94%,83/100,Won 7 Oscars. 18 wins & 6 nominations total
1235,7.9/10,86%,62/100,Nominated for 1 BAFTA Film Award2 wins & 3 nominations total
1236,7.4/10,80%,67/100,4 wins & 2 nominations
1237,8.2/10,94%,88/100,10 wins & 2 nominations
1238,7.4/10,100%,82/100,Won 1 BAFTA Film Award4 wins & 6 nominations total
1240,8.0/10,100%,84/100,8 wins & 6 nominations
1241,7.5/10,88%,54/100,14 wins & 7 nominations
1242,7.8/10,93%,78/100,Won 3 Oscars. 14 wins & 18 nominations total
1243,7.4/10,61%,,3 wins & 2 nominations
1244,7.9/10,94%,83/100,Nominated for 2 Oscars. 15 wins & 24 nominations total
1245,7.7/10,92%,66/100,4 wins & 16 nominations
1246,8.1/10,85%,79/100,Won 1 Oscar. 20 wins & 19 nominations total
1247,8.0/10,87%,83/100,Won 1 Oscar. 21 wins & 21 nominations total
1248,8.0/10,95%,99/100,7 wins & 1 nomination
1249,7.3/10,89%,56/100,6 wins & 17 nominations
1250,8.1/10,96%,87/100,Won 7 Oscars. 30 wins & 8 nominations total
1251,8.0/10,98%,91/100,Won 2 Oscars. 19 wins & 9 nominations total
1252,8.2/10,99%,92/100,Won 1 Oscar. 21 wins & 24 nominations total
1253,7.7/10,95%,,3 wins & 1 nomination
1254,8.2/10,100%,98/100,Won 3 Oscars. 16 wins & 8 nominations total
1255,6.5/10,71%,52/100,1 win & 1 nomination
1256,7.8/10,91%,93/100,2 wins & 2 nominations
1257,7.2/10,77%,51/100,
1258,8.4/10,85%,66/100,4 wins & 8 nominations
1259,8.1/10,91%,75/100,Nominated for 1 Oscar. 5 wins & 11 nominations total
1260,8.3/10,100%,,2 wins
1261,7.7/10,95%,72/100,5 nominations
1262,8.2/10,94%,86/100,Nominated for 1 Oscar. 3 wins & 11 nominations total
1263,8.1/10,91%,86/100,Won 5 Oscars. 24 wins & 27 nominations total
1264,7.2/10,96%,,Nominated for 1 BAFTA Film Award8 wins & 9 nominations total
1265,8.0/10,97%,72/100,Won 1 BAFTA Film Award7 wins & 17 nominations total
1266,8.2/10,96%,85/100,Won 4 Oscars. 50 wins & 47 nominations total
1267,7.9/10,97%,94/100,Nominated for 2 Oscars. 5 wins & 8 nominations total
1268,7.2/10,81%,77/100,3 wins & 5 nominations
1269,7.9/10,83%,,1 nomination
1270,8.5/10,96%,87/100,Won 1 Oscar. 22 wins & 25 nominations total
1271,7.7/10,74%,64/100,Nominated for 2 Oscars. 6 wins & 14 nominations total
1272,7.9/10,94%,91/100,Won 7 Oscars. 24 wins & 8 nominations total
1273,7.7/10,87%,75/100,4 wins & 6 nominations
